PM2.5,PM10,NO2,SO2,CO,Temperature,Humidity,WindSpeed,AQI
118.61663446573512,217.25107835176286,102.54193416029021,48.74534438649832,3.2764590749813283,29.00073463262818,83.95046079818864,0.745077612283922,143.87541007406443
285.7071488588757,202.08911349929778,120.51880259274898,42.06921270679378,0.9446931743153145,39.151275821053034,56.77523372736486,0.5269466438783521,206.9296600606107
222.27824312530748,29.743985006445563,41.317845324912355,24.4783930248433,4.374733360438593,14.378111844274123,70.7437190285259,14.782493342730925,154.2306612796079
183.6109604171406,149.67417449793942,95.60674444301485,2.504219907597423,3.104269571439284,14.542403800291394,50.52338085808115,6.360194096285962,154.47750988584792
55.245405728306594,164.4743351386257,87.90316755584357,40.70665930826349,0.8702990294290759,29.488642609740765,64.10242042797067,15.926003719353272,75.56314369791576
55.23841089749877,171.5526567408222,125.7604046342993,24.278827107854962,4.815456481657914,43.12325286754298,43.840315619478304,8.634656476856984,112.86691488133545
26.844247528777842,240.46550030638628,136.38262376978278,59.299447455421735,2.639990770343071,24.5249215429764,41.08113138498118,9.059962016599277,99.48536850595141
261.19108227473123,222.7689677562138,6.762731864221087,3.8678086910977125,0.4572024141711095,21.44297350891432,60.476085031865956,10.257652050191474,176.79271244245172
184.32335340553055,251.00393526150896,102.73288826352494,47.61656928185169,3.17148123163383,31.234126311926005,54.86907719287863,14.260629127502078,178.49107062442474
215.34104756085318,310.6556393860087,12.516190872360708,75.4349905254731,1.3406746443627704,42.56570101907609,60.567545840498674,5.470057316594142,187.68114975733562
15.969503345782709,328.9345807121155,84.58450643621661,15.603922834696961,4.038097914198782,39.292474149561826,40.066240690091604,2.431746990670538,115.36576995879491
291.2738571269783,292.88676896606785,46.70674571133334,38.78866027854644,4.107328160474334,44.841926375662695,45.68704822718966,11.121146703829229,242.28610422833663
251.4083658321223,383.0990044628752,49.482606930710475,9.130915361736777,4.896842043687843,10.789900412083199,25.872857244023653,6.539552464854785,245.39820664792722
71.57834209670008,26.92838141701742,56.17898300059171,50.80318915638551,2.5591607020200686,13.950035064946679,23.6593460590544,8.849826273360748,69.69140228160356
62.729240490059176,94.39563455974752,95.08740511219347,44.941471086505594,2.3292887106659124,31.33137171783177,37.74199907711114,12.938934166746108,78.99926421215247
